日期,AQI,质量等级,PM2.5,PM10,SO2,CO,NO2,O3_8h,主要污染物,天气1,天气2,气温1,气温2,rain,weather,temp_mean,temp_range
2016/12/11,102,轻度污染,68,109,17,1.1,84,144,NO2,多云,多云,25,15,0,2,20,10
2016/12/12,94,良,45,86,14,0.9,75,136,NO2,多云,多云,25,17,0,2,21,8
2016/12/13,100,良,59,100,15,1.2,80,64,NO2,多云,多云,25,15,0,2,20,10
2016/12/14,46,优,30,46,10,1.1,36,74,,多云,晴,21,11,0,2,16,10
2016/12/15,44,优,25,39,10,1,35,81,,晴,晴,19,9,0,1,14,10
2016/12/16,55,良,33,51,13,0.8,44,92,NO2,晴,晴,19,8,0,1,13.5,11
2016/12/17,94,良,41,67,15,0.8,75,80,NO2,多云,多云,20,9,0,2,14.5,11
2016/12/18,108,轻度污染,56,95,16,1.1,96,86,NO2,多云,多云,22,15,0,2,18.5,7
2016/12/19,113,轻度污染,57,100,16,1.2,106,127,NO2,多云,多云,24,17,0,2,20.5,7
2016/12/20,128,轻度污染,83,139,19,1.5,136,130,NO2,多云,小雨,26,18,1,3,22,8
2016/12/21,119,轻度污染,83,136,15,1.5,118,52,NO2,小雨,多云,26,16,1,3,21,10
2016/12/22,57,良,26,44,10,1.3,45,88,NO2,晴,晴,22,12,0,1,17,10
2016/12/23,65,良,36,56,10,1.3,52,61,NO2,多云,多云,22,15,0,2,18.5,7
2016/12/24,87,良,49,69,11,1.3,69,24,NO2,小雨,阴,20,17,1,3,18.5,3
2016/12/25,83,良,45,72,11,1.2,66,17,NO2,阴,多云,22,16,0,2,19,6
2016/12/26,72,良,43,76,11,1.3,57,63,NO2,多云,多云,24,11,0,2,17.5,13
2016/12/27,37,优,18,33,11,0.9,29,58,,晴,晴,16,7,0,1,11.5,9
2016/12/28,59,良,37,54,15,0.8,47,92,NO2,晴,晴,16,8,0,1,12,8
2016/12/29,64,良,34,53,14,0.7,51,91,NO2,多云,晴,16,7,0,2,11.5,9
2016/12/30,88,良,42,71,16,0.9,70,90,NO2,多云,晴,19,10,0,2,14.5,9
2016/12/31,107,轻度污染,60,98,17,1.2,94,104,NO2,多云,多云,21,11,0,2,16,10
2017/1/1,111,轻度污染,80,122,16,1.5,102,118,NO2,多云,多云,23,13,0,2,18,10
2017/1/2,123,轻度污染,91,146,16,1.7,125,106,NO2,多云,多云,25,15,0,2,20,10
2017/1/3,125,轻度污染,95,150,19,1.6,118,141,PM2.5,晴,多云,26,16,0,2,21,10
2017/1/4,115,轻度污染,87,126,16,1.2,102,92,PM2.5,晴,多云,27,17,0,2,22,10
2017/1/5,205,重度污染,155,214,19,1.9,168,79,PM2.5,多云,多云,25,17,0,2,21,8
2017/1/6,124,轻度污染,94,142,14,1.6,114,85,PM2.5,多云,阴,26,17,0,2,21.5,9
2017/1/7,109,轻度污染,65,101,16,1.2,97,87,NO2,小雨,小雨,25,18,1,3,21.5,7
2017/1/8,90,良,63,98,13,1.6,72,94,NO2,多云,多云,23,14,0,2,18.5,9
2017/1/9,83,良,38,60,12,1.6,66,100,NO2,多云,多云,24,15,0,2,19.5,9
2017/1/10,103,轻度污染,64,95,16,1.3,85,124,NO2,多云,多云,24,15,0,2,19.5,9
2017/1/11,88,良,65,91,15,1.4,69,41,PM2.5,多云,多云,24,16,0,2,20,8
2017/1/12,50,优,32,48,8,1.3,40,23,,小雨,小雨,20,13,1,3,16.5,7
2017/1/13,52,良,9,15,6,1.2,41,28,NO2,小雨,小雨,16,12,1,3,14,4
2017/1/14,53,良,20,30,6,1,42,32,NO2,小雨,小雨,13,11,1,3,12,2
2017/1/15,53,良,23,30,7,1.1,42,25,NO2,小雨,小雨,14,10,1,3,12,4
2017/1/16,59,良,30,35,6,1.2,47,25,NO2,小雨,阴,14,11,1,3,12.5,3
2017/1/17,58,良,28,38,7,1.2,46,18,NO2,小雨,小雨,15,12,1,3,13.5,3
2017/1/18,68,良,38,60,12,1.3,54,16,NO2,小雨,小雨,16,12,1,3,14,4
2017/1/19,52,良,32,50,10,1.2,41,15,NO2,阴,小雨,19,14,1,3,16.5,5
2017/1/20,40,优,22,30,7,0.9,32,71,,小雨,阴,22,12,1,3,17,10
2017/1/21,75,良,55,74,11,0.9,39,109,PM2.5,阴,晴,18,9,0,2,13.5,9
2017/1/22,62,良,44,64,11,0.8,49,110,"NO2,PM2.5",晴,晴,19,8,0,1,13.5,11
2017/1/23,82,良,47,68,11,1,65,108,NO2,晴,晴,20,9,0,1,14.5,11
2017/1/24,85,良,54,74,11,1,68,98,NO2,晴,阴,21,12,0,3,16.5,9
2017/1/25,77,良,56,75,12,1,57,124,PM2.5,阴,阴,19,13,0,2,16,6
2017/1/26,75,良,55,74,10,1,46,123,PM2.5,多云,多云,22,10,0,2,16,12
2017/1/27,69,良,50,66,9,0.9,47,114,PM2.5,晴,晴,24,12,0,1,18,12
2017/1/28,117,轻度污染,88,117,21,0.8,43,124,PM2.5,多云,多云,24,12,0,2,18,12
2017/1/29,53,良,37,44,7,0.8,41,38,PM2.5,多云,小雨,24,16,1,3,20,8
2017/1/30,43,优,30,37,7,1,28,68,,小雨,小雨,21,15,1,3,18,6
2017/1/31,48,优,33,40,6,1.1,22,49,,阴,多云,17,12,0,2,14.5,5
2017/2/1,32,优,22,28,7,1,25,63,,多云,多云,22,12,0,2,17,10
2017/2/2,43,优,30,37,7,0.9,28,70,,多云,多云,21,13,0,2,17,8
2017/2/3,59,良,42,54,8,0.9,40,63,PM2.5,小雨,小雨,20,15,1,3,17.5,5
2017/2/4,75,良,55,67,9,1,58,58,PM2.5,小雨,小雨,21,16,1,3,18.5,5
2017/2/5,55,良,39,47,8,1,41,72,PM2.5,晴,晴,24,16,0,1,20,8
2017/2/6,58,良,37,50,10,0.9,46,104,NO2,多云,多云,23,15,0,2,19,8
2017/2/7,68,良,49,78,12,0.9,54,107,"NO2,PM2.5",多云,小雨,20,15,1,3,17.5,5
2017/2/8,60,良,30,50,8,0.9,48,44,NO2,小雨,多云,19,10,1,3,14.5,9
2017/2/9,42,优,27,36,9,0.8,23,84,,多云,多云,15,8,0,2,11.5,7
2017/2/10,78,良,57,68,17,0.9,27,100,PM2.5,晴,晴,16,8,0,1,12,8
2017/2/11,65,良,47,60,14,0.7,39,110,PM2.5,晴,晴,16,6,0,1,11,10
2017/2/12,80,良,54,73,17,0.9,64,116,NO2,晴,晴,19,7,0,1,13,12
2017/2/13,106,轻度污染,63,91,16,1.1,92,114,NO2,晴,晴,21,9,0,1,15,12
2017/2/14,108,轻度污染,64,97,16,1,95,166,NO2,晴,多云,23,12,0,2,17.5,11
2017/2/15,109,轻度污染,52,88,19,0.9,97,153,NO2,晴,晴,25,12,0,1,18.5,13
2017/2/16,105,轻度污染,44,75,18,0.9,89,132,NO2,晴,晴,25,13,0,1,19,12
2017/2/17,116,轻度污染,53,93,18,1.1,112,101,NO2,晴,晴,26,14,0,1,20,12
2017/2/18,118,轻度污染,72,118,19,1.2,116,176,NO2,晴,多云,27,16,0,2,21.5,11
2017/2/19,80,良,59,81,11,0.8,52,127,PM2.5,多云,小雨,26,17,1,3,21.5,9
2017/2/20,90,良,55,77,14,0.9,72,108,NO2,小雨,小雨,25,18,1,3,21.5,7
2017/2/21,77,良,32,55,12,0.8,61,64,NO2,小雨,小雨,25,18,1,3,21.5,7
2017/2/22,84,良,38,60,14,0.8,67,31,NO2,阵雨,小到中雨,25,11,1,4,18,14
2017/2/23,43,优,17,33,9,0.8,34,21,,小雨,小雨,14,9,1,3,11.5,5
2017/2/24,42,优,21,30,8,0.7,33,54,,小雨,小雨,11,8,1,3,9.5,3
2017/2/25,47,优,15,21,7,0.7,37,47,,小雨,小雨,11,8,1,3,9.5,3
2017/2/26,59,良,32,51,11,0.8,47,77,NO2,小雨,阴,15,11,1,3,13,4
2017/2/27,87,良,47,70,17,0.9,69,83,NO2,多云,多云,20,14,0,2,17,6
2017/2/28,105,轻度污染,71,104,22,1,90,75,NO2,阴,阴,21,16,0,2,18.5,5
2017/3/1,84,良,51,77,17,0.9,67,77,NO2,多云,晴,21,13,0,2,17,8
2017/3/2,83,良,38,79,14,0.7,66,111,NO2,晴,晴,22,10,0,1,16,12
2017/3/3,105,轻度污染,60,114,22,0.9,89,160,NO2,晴,多云,23,13,0,2,18,10
2017/3/4,106,轻度污染,63,105,22,0.8,92,89,NO2,多云,多云,24,17,0,2,20.5,7
2017/3/5,89,良,54,85,15,0.8,71,87,NO2,小雨,小雨,25,16,1,3,20.5,9
2017/3/6,54,良,28,45,10,0.9,43,55,NO2,小雨,小雨,21,15,1,3,18,6
2017/3/7,55,良,29,38,7,0.8,44,43,NO2,小雨,小雨,19,13,1,3,16,6
2017/3/8,59,良,34,46,8,0.8,47,71,NO2,小雨,小雨,16,13,1,3,14.5,3
2017/3/9,77,良,47,60,9,0.9,61,28,NO2,小雨,小雨,18,15,1,3,16.5,3
2017/3/10,84,良,48,64,9,1.3,67,8,NO2,小雨,小雨,19,17,1,3,18,2
2017/3/11,73,良,37,40,8,1.2,58,8,NO2,小雨,小雨,19,17,1,3,18,2
2017/3/12,100,良,62,83,12,1.1,80,28,NO2,小雨,阴,22,18,1,3,20,4
2017/3/13,102,轻度污染,62,87,16,1,83,20,NO2,小雨,小雨,26,14,1,3,20,12
2017/3/14,57,良,22,33,9,0.8,45,34,NO2,小雨,小雨,18,13,1,3,15.5,5
2017/3/15,69,良,35,61,11,0.9,55,31,NO2,阴,阴,18,15,0,2,16.5,3
2017/3/16,78,良,51,87,13,1,62,12,NO2,小雨,阴,20,16,1,3,18,4
2017/3/17,82,良,50,84,12,1.1,65,24,NO2,阴,阴,20,16,0,2,18,4
2017/3/18,88,良,60,86,12,1.1,70,18,NO2,小雨,中雨,20,17,1,4,18.5,3
2017/3/19,85,良,36,50,9,1.2,68,10,NO2,大雨,小雨,21,18,1,4,19.5,3
2017/3/20,101,轻度污染,46,79,10,1.2,81,44,NO2,小雨,小雨,24,18,1,3,21,6
2017/3/21,78,良,42,86,12,1.3,62,23,NO2,阴,阴,25,18,0,2,21.5,7
2017/3/22,95,良,35,53,10,1,76,33,NO2,中雨,雷阵雨,23,19,1,4,21,4
2017/3/23,92,良,42,68,11,1.1,73,68,NO2,阴,多云,24,19,0,2,21.5,5
2017/3/24,85,良,33,66,14,0.9,68,96,NO2,阴,小雨,26,18,1,3,22,8
2017/3/25,49,优,14,26,8,0.9,39,38,,小雨,小雨,17,11,1,3,14,6
2017/3/26,58,良,19,54,8,0.7,46,77,NO2,阵雨,多云,15,9,1,3,12,6
2017/3/27,93,良,36,81,14,0.8,73,151,臭氧8小时,晴,多云,24,14,0,2,19,10
2017/3/28,102,轻度污染,46,101,17,0.9,84,130,NO2,多云,雷阵雨,26,18,1,3,22,8
2017/3/29,88,良,46,89,13,0.8,70,90,NO2,雷阵雨,小雨,24,20,1,3,22,4
2017/3/30,84,良,41,82,13,0.8,67,52,NO2,阵雨,大雨,26,20,1,4,23,6
2017/3/31,63,良,18,35,8,0.9,50,46,NO2,大雨,阵雨,20,13,1,4,16.5,7
2017/4/1,72,良,21,44,10,0.7,47,126,臭氧8小时,晴,晴,23,12,0,1,17.5,11
2017/4/2,95,良,35,57,14,0.7,67,153,臭氧8小时,晴,晴,25,14,0,1,19.5,11
2017/4/3,117,轻度污染,48,78,15,0.7,60,178,臭氧8小时,晴,多云,26,16,0,2,21,10
2017/4/4,89,良,34,62,12,0.6,47,146,臭氧8小时,多云,多云,27,18,0,2,22.5,9
2017/4/5,65,良,32,60,12,0.7,52,112,NO2,多云,阴,27,20,0,2,23.5,7
2017/4/6,93,良,42,68,12,0.9,74,31,NO2,阵雨,多云,26,21,1,3,23.5,5
2017/4/7,83,良,41,70,16,0.8,66,59,NO2,多云,多云,27,21,0,2,24,6
2017/4/8,65,良,29,53,14,0.8,52,26,NO2,阵雨,多云,28,23,1,3,25.5,5
2017/4/9,54,良,23,42,12,0.7,43,44,NO2,阴,阴,30,24,0,2,27,6
2017/4/10,55,良,22,51,11,0.8,44,23,NO2,多云,雷阵雨,29,19,1,3,24,10
2017/4/11,55,良,28,58,10,1,44,8,NO2,雷阵雨,雷阵雨,24,17,1,3,20.5,7
2017/4/12,45,优,15,27,7,0.8,36,30,,小到中雨,小雨,20,17,1,4,18.5,3
2017/4/13,60,良,25,44,9,0.8,48,55,NO2,阴,阴,22,17,0,2,19.5,5
2017/4/14,100,良,52,87,18,1.1,80,72,NO2,阴,多云,24,20,0,2,22,4
2017/4/15,102,轻度污染,39,77,17,0.9,83,68,NO2,阴,多云,26,22,0,2,24,4
2017/4/16,78,良,37,62,14,0.8,62,94,NO2,多云,多云,29,22,0,2,25.5,7
2017/4/17,88,良,35,63,13,0.8,52,145,臭氧8小时,多云,阴,30,23,0,2,26.5,7
2017/4/18,85,良,40,70,16,0.9,66,142,臭氧8小时,阴,阵雨,32,23,1,3,27.5,9
2017/4/19,80,良,40,69,13,0.9,64,76,NO2,阵雨,阵雨,30,23,1,3,26.5,7
2017/4/20,67,良,26,46,9,0.8,53,39,NO2,中雨,雷阵雨,29,20,1,4,24.5,9
2017/4/21,60,良,23,42,9,0.8,48,48,NO2,小到中雨,中雨,25,17,1,4,21,8
2017/4/22,51,良,20,52,8,0.6,37,84,PM10,阴,阴,22,16,0,2,19,6
2017/4/23,79,良,37,64,10,0.8,63,74,NO2,小雨,小雨,23,18,1,3,20.5,5
2017/4/24,97,良,50,89,15,1,77,65,NO2,阵雨,中雨,24,20,1,4,22,4
2017/4/25,98,良,51,86,12,1,78,41,NO2,大到暴雨,大雨,25,22,1,4,23.5,3
2017/4/26,84,良,32,59,11,1,67,40,NO2,中雨,中雨,24,20,1,4,22,4
2017/4/27,47,优,11,19,7,0.7,37,69,,阴,多云,23,17,0,2,20,6
2017/4/28,106,轻度污染,30,58,11,0.7,60,166,臭氧8小时,晴,晴,25,16,0,1,20.5,9
2017/4/29,173,中度污染,67,111,18,1,86,238,臭氧8小时,多云,多云,28,18,0,2,23,10
2017/4/30,139,轻度污染,44,76,15,0.8,45,202,臭氧8小时,多云,多云,29,21,0,2,25,8
2017/5/1,80,良,32,56,12,0.7,38,135,臭氧8小时,多云,多云,30,23,0,2,26.5,7
2017/5/2,54,良,26,51,11,0.7,43,73,NO2,小雨,小雨,30,24,1,3,27,6
2017/5/3,44,优,20,40,10,0.7,35,50,,多云,阵雨,30,24,1,3,27,6
2017/5/4,79,良,25,49,9,0.8,63,62,NO2,大雨,阵雨,27,21,1,4,24,6
2017/5/5,99,良,28,56,12,0.9,68,158,臭氧8小时,多云,多云,29,23,0,2,26,6
2017/5/6,113,轻度污染,53,82,12,1,64,174,臭氧8小时,多云,多云,31,23,0,2,27,8
2017/5/7,59,良,35,52,10,0.8,47,94,NO2,小到中雨,小到中雨,30,23,1,4,26.5,7
2017/5/8,55,良,26,48,10,0.7,44,87,NO2,大雨,中雨,29,22,1,4,25.5,7
2017/5/9,80,良,29,55,10,0.9,64,121,NO2,阴,多云,29,23,0,2,26,6
2017/5/10,201,重度污染,82,126,25,1.3,82,266,臭氧8小时,小雨,小雨,30,24,1,3,27,6
2017/5/11,147,轻度污染,51,83,17,0.9,51,211,臭氧8小时,小雨,小雨,31,23,1,3,27,8
2017/5/12,68,良,24,47,13,0.7,54,85,NO2,小到中雨,中雨,30,24,1,4,27,6
2017/5/13,84,良,36,64,20,0.9,67,61,NO2,中雨-大雨,雷阵雨,30,24,1,4,27,6
2017/5/14,148,轻度污染,43,71,16,0.9,54,212,臭氧8小时,雷阵雨,阵雨,29,24,1,3,26.5,5
2017/5/15,47,优,18,29,8,0.7,37,42,,大雨-暴雨,大雨,28,23,1,4,25.5,5
2017/5/16,52,良,13,28,7,0.8,36,102,臭氧8小时,多云,多云,29,21,0,2,25,8
2017/5/17,100,良,44,74,11,1,63,159,臭氧8小时,多云,多云,30,22,0,2,26,8
2017/5/18,130,轻度污染,48,81,15,0.9,60,192,臭氧8小时,阵雨,阵雨,30,24,1,3,27,6
2017/5/19,77,良,32,52,11,0.8,61,98,NO2,阵雨,雷阵雨,29,23,1,3,26,6
2017/5/20,75,良,34,52,9,0.8,60,63,NO2,中雨,小到中雨,28,23,1,4,25.5,5
2017/5/21,64,良,29,47,10,0.9,51,112,NO2,阵雨,阵雨,27,23,1,3,25,4
2017/5/22,75,良,29,48,10,0.9,60,62,NO2,中到大雨,阵雨,28,24,1,4,26,4
2017/5/23,70,良,30,52,10,0.8,51,124,臭氧8小时,中雨,小到中雨,30,24,1,4,27,6
2017/5/24,54,良,15,29,8,0.9,43,32,NO2,大到暴雨,阵雨,26,22,1,4,24,4
2017/5/25,57,良,21,36,11,0.9,40,108,臭氧8小时,多云,多云,29,22,0,2,25.5,7
2017/5/26,62,良,39,62,13,0.8,49,103,NO2,多云,多云,30,23,0,2,26.5,7
2017/5/27,90,良,40,61,12,0.8,50,148,臭氧8小时,多云,晴,31,22,0,2,26.5,9
2017/5/28,156,中度污染,42,76,17,0.9,62,221,臭氧8小时,多云,多云,32,22,0,2,27,10
2017/5/29,159,中度污染,47,81,18,0.8,41,224,臭氧8小时,多云,多云,33,24,0,2,28.5,9
2017/5/30,90,良,28,49,12,0.8,42,148,臭氧8小时,多云,多云,33,24,0,2,28.5,9
2017/5/31,87,良,26,48,11,0.8,35,144,臭氧8小时,多云,雷阵雨,32,25,1,3,28.5,7
2017/6/1,52,良,21,39,9,0.7,30,102,臭氧8小时,雷阵雨,大雨,33,26,1,4,29.5,7
2017/6/2,54,良,23,46,8,0.8,43,91,NO2,中雨,中雨,33,25,1,4,29,8
2017/6/3,85,良,23,48,8,0.8,42,141,臭氧8小时,中雨,中雨,33,26,1,4,29.5,7
2017/6/4,49,优,21,45,8,0.8,39,93,,阵雨,雷阵雨,33,26,1,3,29.5,7
2017/6/5,39,优,16,36,8,0.6,31,77,,雷阵雨,雷阵雨,34,27,1,3,30.5,7
2017/6/6,48,优,15,30,8,0.6,28,96,,雷阵雨,多云,34,27,1,3,30.5,7
2017/6/7,52,良,14,28,8,0.7,40,102,臭氧8小时,多云,多云,35,27,0,2,31,8
2017/6/8,50,优,18,34,11,0.7,40,74,,多云,多云,35,27,0,2,31,8
2017/6/9,59,良,20,39,12,0.7,47,48,NO2,雷阵雨,多云,35,27,1,3,31,8
2017/6/10,45,优,16,34,13,0.6,36,75,,雷阵雨,晴,34,27,1,3,30.5,7
2017/6/11,110,轻度污染,20,37,11,0.7,32,171,臭氧8小时,晴,多云,35,28,0,2,31.5,7
2017/6/12,40,优,15,29,11,0.6,32,56,,雷阵雨,大到暴雨,35,26,1,4,30.5,9
2017/6/13,52,良,18,38,14,0.7,41,89,NO2,中雨,中雨,32,26,1,4,29,6
2017/6/14,69,良,24,43,11,0.9,55,42,NO2,大到暴雨,大雨,31,26,1,4,28.5,5
2017/6/15,50,优,23,50,12,0.8,38,93,,中雨,雷阵雨,32,25,1,4,28.5,7
2017/6/16,57,良,16,28,8,0.8,45,58,NO2,大到暴雨,大到暴雨,31,24,1,4,27.5,7
2017/6/17,73,良,19,31,8,0.9,58,50,NO2,中雨,雷阵雨,30,25,1,4,27.5,5
2017/6/18,54,良,23,36,8,0.9,43,21,NO2,中雨,中到大雨,30,25,1,4,27.5,5
2017/6/19,68,良,28,44,10,1,54,45,NO2,中雨,中到大雨,32,25,1,4,28.5,7
2017/6/20,62,良,23,38,11,0.9,49,72,NO2,中到大雨,中雨,31,25,1,4,28,6
2017/6/21,59,良,20,37,11,0.9,47,69,NO2,大雨,大雨,31,25,1,4,28,6
2017/6/22,57,良,20,41,10,0.8,45,48,NO2,中雨,多云,32,26,1,4,29,6
2017/6/23,44,优,14,29,9,0.7,35,73,,雷阵雨,多云,34,27,1,3,30.5,7
2017/6/24,43,优,16,31,10,0.7,34,86,,雷阵雨,多云,33,26,1,3,29.5,7
2017/6/25,44,优,14,32,10,0.6,31,88,,雷阵雨,雷阵雨,34,27,1,3,30.5,7
2017/6/26,47,优,13,31,10,0.6,28,93,,雷阵雨,多云,34,27,1,3,30.5,7
2017/6/27,46,优,14,33,10,0.6,28,92,,多云,多云,34,27,0,2,30.5,7
2017/6/28,50,优,14,32,11,0.6,30,100,,雷阵雨,多云,35,28,1,3,31.5,7
2017/6/29,52,良,17,33,12,0.6,33,102,臭氧8小时,雷阵雨,多云,35,27,1,3,31,8
2017/6/30,60,良,17,32,12,0.7,33,112,臭氧8小时,雷阵雨,多云,35,27,1,3,31,8
